movieId,actors,director,music,screenwriter
2176,"['Leelee Sobieski', 'Diane Lane', 'Stellan Skarsgård', 'Bruce Dern', 'Kathy Baker', 'Trevor Morgan', 'Chris Noth', ""Michael O'Keefe"", ""Gavin O'Connor"", 'Vyto Ruginis', 'Carly Pope', 'China Shavers', 'Agnes Bruckner', 'Michael Paul Chan', 'Rachel Wilson', 'Rutanya Alda', 'John Billingsley', 'Maia Danziger', 'January Jones']",['Daniel Sackheim'],[],[]
248,"['Glenn Ford', 'Bette Davis', 'Hope Lange', ""Arthur O'Connell"", 'Peter Falk', 'Thomas Mitchell', 'Edward Everett Horton', 'Mickey Shaughnessy', 'David Brian', 'Sheldon Leonard', 'Ann-Margret', 'Barton MacLane', 'John Litel', 'Jerome Cowan', 'Jay Novello', 'Frank Ferguson', 'Willis Bouchey', 'Fritz Feld', 'Ellen Corby', 'Gavin Gordon', 'Benny Rubin', 'Jack Elam', 'Mike Mazurki', 'Hayden Rorke', 'Doodles Weaver', 'Betty Bronson', 'Paul E. Burns', 'Marc Cavell', 'Bess Flowers', 'Byron Foulger', 'Kermit Maynard', ""'Snub' Pollard"", 'Amanda Randolph', 'George E. Stone', 'Dick Wessel', 'Grace Lee Whitney', 'Peter Mann', 'Tom Fadden', 'Bert Stevens', 'Harry Wilson']",['Frank Capra'],"['Walter Scharf', 'Jimmy Van Heusen']",['Robert Riskin']
1644,"['Kiefer Sutherland', 'Jeff Bridges', 'Nancy Travis', 'Sandra Bullock', 'Park Overall', 'Maggie Linderman', 'Lisa Eichhorn', 'George Hearn', 'Lynn Hamilton', 'Garrett Bennett', 'George Catalano', 'Frank Girardeau', 'Stephen Bridgewater', 'Susan Barnes', 'Rich Hawkins']",['George Sluizer'],['Jerry Goldsmith'],['Todd Graff']
2100,"['Robert Redford', 'James Gandolfini', 'Mark Ruffalo', 'Steve Burton', 'Delroy Lindo', 'Paul Calderon', 'Samuel Ball', 'Jeremy Childs', 'George W. Scott', 'Clifton Collins Jr', 'Addison Pate']",['Rod Lurie'],"['Jerry Goldsmith', 'Tom Waits']","['Graham Yost', 'David Scarpa']"
3173,"['Premsinee Ratanasopha', 'Patharawarin Timkul', 'Pisek Intrakanchit', 'Korkiate Limpapat', 'Piya Boonnak', 'Pawarith Monkolpisit']","['Oxide Pang Chun', 'Danny Pang']",[],[]
141,"['Jake Gyllenhaal', 'Jena Malone', 'Patrick Swayze', 'Maggie Gyllenhaal', 'Drew Barrymore', 'Beth Grant', 'Holmes Osborne', 'Daveigh Chase', 'Mary McDonnell', 'James Duval', 'Arthur Taxier', 'Katharine Ross', 'Patience Cleveland', 'David St. James', 'Jazzie Mahannah', 'Jolene Purdy', 'David Moreland', 'Noah Wyle', 'Kristina Malota', 'Marina Malota', 'Scotty Leavenworth', 'Phyllis Lyons', 'Gary Lundy', 'Alex Greenwald', 'Stuart Stone', 'Joan Blair', 'Seth Rogen', 'Mark Hoffman']",['Richard Kelly'],['Michael Andrews'],['Richard Kelly']
585,"['John Goodman', 'Billy Crystal', 'Mary Gibbs', 'Steve Buscemi', 'James Coburn', 'Jennifer Tilly', 'Bob Peterson', 'John Ratzenberger', 'Frank Oz', 'Steve Susskind', 'Bonnie Hunt', 'Jeff Pidgeon', 'Samuel Lord Black', 'Jack Angel', 'Bob Bergen', 'Rodger Bumpass', 'Gino Conforti', 'Jennifer Darling', 'Patti Deutsch', 'Pete Docter', 'Bobby Edner', 'Ashley Edner', 'Paul Eiding', 'Katie Scarlettr', 'Bill Farmer', 'Keegan Farrell', 'Pat Fraley', 'Teresa Ganzel', 'Taylor Gifaldi', 'Marc John Jefferies', 'Joe Lala', 'Noah Luke', 'Sherry Lynn', 'Danny Mann', 'Mona Marshall', 'Mickie McGowan', 'Laraine Newman', 'Kay Panabaker', ""Bret 'Brook' Parker"", 'Phil Proctor', 'Josh Qualtieri', 'Guido Quaroni', 'Jan Rabson', 'Lisa Raggio', 'Joe Ranft', 'Katherine Ringgold', 'Sophia Ranft', 'Bob Scott', 'Jim Thornton', 'Lee Unkrich', 'Wallace Shawn', 'Daniel Gerson', 'David Silverman']",['Pete Docter'],['Randy Newman'],"['Andrew Stanton', 'Daniel Gerson']"
671,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Richard Harris', 'Tom Felton', 'Robbie Coltrane', 'Alan Rickman', 'Maggie Smith', 'Richard Griffiths', 'Ian Hart', 'Fiona Shaw', 'John Hurt', 'David Bradley', 'Matthew Lewis', 'Sean Biggerstaff', 'Warwick Davis', 'Harry Melling', 'James Phelps', 'Oliver Phelps', 'John Cleese', 'Chris Rankin', 'Alfie Enoch', 'Devon Murray', 'Jamie Waylett', 'Josh Herdman', 'Zoë Wanamaker', 'Julie Walters', 'Bonnie Wright', 'Luke Youngblood', 'Verne Troyer', 'Adrian Rawlins', 'Geraldine Somerville', 'Elizabeth Spriggs', 'Nina Young', 'Terence Bayler', 'Leslie Phillips', 'Simon Fisher-Becker', 'Derek Deadman', 'Ray Fearon', 'Eleanor Columbus', 'Ben Borowiecki', 'Danielle Tabor', 'Leilah Sutherland', 'Emily Dale', 'Will Theakston', 'Scot Fearn', 'Saunders Triplets', 'Amy Puglia', 'David Brett', 'Leila Hoffman', 'Hazel Showham', 'Christina Petrou', 'Gemma Sandzer', 'Derek Hough', 'Julianne Hough', 'Zoe Sugg', 'Jimmy Vee', 'Kieri Kennedy']",['Chris Columbus'],['John Williams'],['Steve Kloves']
299,"['Frank Sinatra', 'Dean Martin', 'Peter Lawford', 'Angie Dickinson', 'Richard Conte', 'Cesar Romero', 'Patrice Wymore', 'Joey Bishop', 'Sammy Davis, Jr.', 'Henry Silva', 'Red Skelton', 'George Raft', 'Norman Fell', 'Buddy Lester', 'Akim Tamiroff', 'Shirley MacLaine', 'Ilka Chase', 'Murray Alper', 'Hoot Gibson', 'Allen Jenkins', 'George E. Stone', 'John George']",['Lewis Milestone'],['Nelson Riddle'],"['Harry Brown', 'Charles Lederer']"
161,"['George Clooney', 'Brad Pitt', 'Matt Damon', 'Andy García', 'Julia Roberts', 'Casey Affleck', 'Scott Caan', 'Carl Reiner', 'Bernie Mac', 'Elliott Gould', 'Eddie Jemison', 'Shaobo Qin', 'Scott L. Schwartz', 'Scott Beringer', 'Henry Silva', 'Holly Marie Combs', 'Steven Soderbergh', 'Kerry Rossall', 'Tim Perez', 'Rusty Meyers', 'Don Cheadle', 'Shane West', 'Joe La Due']",['Steven Soderbergh'],['David Holmes'],['Ted Griffin']
4886,"['Barry Fitzgerald', 'Walter Huston', 'Louis Hayward', 'Roland Young', 'June Duprez', 'Mischa Auer', 'C. Aubrey Smith', 'Judith Anderson', 'Richard Haydn', 'Queenie Leonard', 'Harry Thurston']",['René Clair'],['Mario Castelnuovo-Tedesco'],['Dudley Nichols']
194,"['Audrey Tautou', 'Mathieu Kassovitz', 'Rufus', 'Jamel Debbouze', 'Claire Maurier', 'Isabelle Nanty', 'Dominique Pinon', 'Artus de Penguern', 'Yolande Moreau', 'Lorella Cravotta', 'Serge Merlin', 'Clotilde Mollet', 'Urbain Cancelier', 'Maurice Bénichou', 'Michel Robin', 'Andrée Damant', 'Claude Perron', 'Armelle', 'Ticky Holgado', 'Marc Amyot', 'André Dussollier', 'Eugène Berthier', 'Charles-Roger Bour', 'Luc Palun', 'Fabienne Chaudat', 'Dominique Bettenfeld', 'Fabien Béhar', 'Jean-Pierre Becker', 'Jean Darie', 'Thierry Gibault', 'Franck Monier', 'Guillaume Viry', 'Valérie Zarrouk', 'Marie-Laure Descoureaux', 'Sophie Tellier', 'Gérald Weingand', 'François Viaur', 'Paule Daré', 'Jean Rupert', 'Frankie Pain', 'Philippe Paimblanc', 'Robert Gendreu', 'Christiane Bopp', 'Patrick Paroux', 'François Aubineau', 'Philippe Beautier', 'Régis Iacono', 'Franck-Olivier Bonnet', 'Alain Floret', 'Jean-Pol Brissart', 'Frédéric Mitterrand', 'Dean Baykan', 'Clément Chebli', 'Valérie Labro', 'Manoush']",['Jean-Pierre Jeunet'],['Yann Tiersen'],[]
6440,"['Kevin Spacey', 'Julianne Moore', 'Cate Blanchett', 'Judi Dench', 'Pete Postlethwaite', 'Scott Glenn', 'Rhys Ifans', 'Gordon Pinsent', 'Jason Behr', 'Katherine Moennig', 'Larry Pine', 'Jeannetta Arnette']",['Lasse Hallström'],['Christopher Young'],['Robert Nelson Jacobs']
848,"['Peter MacNicol', 'Caitlin Clarke', 'Ralph Richardson', 'John Hallam', 'Peter Eyre', 'Albert Salmi', 'Sydney Bromley', 'Chloe Salaman', 'Emrys James', 'Roger Kemp', 'Ian McDiarmid', 'Ken Shorter', 'Yolande Palfrey', 'Douglas Cooper', 'Jason White']",['Matthew Robbins'],['Alex North'],"['Hal Barwood', 'Matthew Robbins']"
150,"['Nick Nolte', 'Eddie Murphy', ""Annette O'Toole"", 'Frank McRae', 'James Remar', 'David Patrick Kelly', 'Sonny Landham', 'Brion James', 'Kerry Sherman', 'Jonathan Banks', 'James Keane', 'Tara King', 'Greta Blackburn', 'Margot Rose', 'Denise Crosby', 'Olivia Brown', 'Todd Allen', 'Bill Dearth', 'Ned Dowd', 'Jim Haynie', 'Jack Thibeau', 'Jon St. Elwood', 'Clare Nono', 'Sandy Martin', 'Matt Landers', 'Peter Jason', 'Bill Cross', 'Chris Mulkey', 'Marcelino Sanchez', 'Bennie Dobbins', 'Walter Scott', 'W. T. Zacha', 'Loyd Catlett', 'B. G. Fisher', 'Reid Cruickshanks', 'R. D. Call', 'Brenda Venus', 'Gloria Gifford', 'Nick Dimitri', 'John Dennis Johnston', 'Rock A. Walker', 'Dave Moordigian', 'J. Wesley Huston', 'Gary Pettinger', 'Marquerita Wallace', 'Angela Robinson', 'Jack Lightsy', 'John Hauk', 'Bob Yanez', 'Clint Smith', 'Luis Contreras', 'Suzanne M. Regard', 'Ola Ray', 'Bjaye Turner', 'Begonya Plaza']",['Walter Hill'],['James Horner'],['Jeb Stuart']
112,"['Peter Gantzler', 'Sara Indrio Jensen', 'Ann Eleonora Jørgensen', 'Anders W. Berthelsen', 'Anette Støvelbæk', 'Lars Kaalund', 'Karen-Lise Mynster', 'Rikke Wölck', 'Bent Mejding', 'Elsebeth Steentoft', 'Lene Tiemroth', 'Claus Gerving', 'Jesper Christensen', 'Carlo Barsotti', 'Alex Nyborg Madsen', 'Steen Svare', 'Susanne Oldenburg', 'Martin Brygmann']",['Lone Scherfig'],['Rune Palving'],[]
931,"['Julie Christie', 'Donald Sutherland', 'Hilary Mason', 'Clelia Matania', 'Massimo Serato', 'Renato Scarpa', 'Leopoldo Trieste', 'Giorgio Trestini', 'David Tree', 'Ann Rye', 'Nicholas Salter', 'Sharon Williams', 'Bruno Cattaneo', 'Adelina Poerio']",['Nicolas Roeg'],['Pino Donaggio'],"['Chris Bryant', 'Allan Scott']"
480,"['Naseeruddin Shah', 'Lillete Dubey', 'Vijay Raaz', 'Tillotama Shome', 'Vasundhara Das', 'Parvin Dabas', 'Sameer Arya', 'Neha Dubey', 'Kemaya Kidwai', 'Ishaan Nair', 'Randeep Hooda', 'Soni Razdan', 'Roshan Seth', 'Shefali Shah']",['Mira Nair'],['Mychael Danna'],['Sabrina Dhawan']
2135,"['Guy Pearce', 'Mark Addy', 'Phyllida Law', 'Sienna Guillory', 'Laura Kirk', 'Josh Stamberg', 'John W. Momrow', 'Max Baker', 'Jeffrey M. Meyer', 'Jeremy Irons', 'Alan Young', 'Myndy Crist', 'Connie Ray', 'Orlando Jones', 'Lennie Loftin', 'Thomas Corey Robinson', 'Samantha Mumba', 'Omero Mumba', 'Yancey Arias', 'Richard Cetrone', 'Edward Conna', 'Chris Sayour', 'Jeremy Fitzgerald', 'Dorian Kingi', 'Doug Jones', 'Chona Jason', 'Alex Madison']",['Simon Wells'],['Klaus Badelt'],['John Logan']
965,"['Joseph Cotten', 'Dolores Costello', 'Anne Baxter', 'Tim Holt', 'Agnes Moorehead', 'Ray Collins', 'Erskine Sanford', 'Richard Bennett', 'Orson Welles']",['Orson Welles'],['Bernard Herrmann'],['Orson Welles']
3418,"['Romy Schneider', 'Harvey Keitel', 'Harry Dean Stanton', 'Max von Sydow', 'Thérèse Liotard', 'Vadim Glowna', 'Eva Maria Meineke', 'William Russell', 'Robbie Coltrane', 'Bill Nighy']",['Bertrand Tavernier'],['Antoine Duhamel'],"['Bertrand Tavernier', 'David Rayfiel']"
4499,"['Carmen Maura', 'Eva Siva', 'Olvido Gara', 'Félix Rotaeta', 'Kiti Mánver', 'Julieta Serrano', 'Concha Grégori', 'Cecilia Roth', 'Pedro Almodóvar', 'Fabio McNamara', 'Agustín Almodóvar', 'Cristina Sánchez Pascual']",['Pedro Almodóvar'],[],['Pedro Almodóvar']
1391,"['Gael García Bernal', 'Diego Luna', 'Maribel Verdú', 'Ana López Mercado', 'Diana Bracho', 'Verónica Langer', 'María Aura', 'Andrés Almeida', 'Emilio Echevarría', 'Nathan Grinberg', 'Giselle Audirac', 'Arturo Ríos', 'Marta Aura', 'Juan Carlos Remolina', 'Liboria Rodríguez', 'Silverio Palacios', 'Mayra Serbulo', 'Daniel Giménez Cacho', 'Amaury Sérbulo', 'Andrea López']",['Alfonso Cuarón'],[],"['Alfonso Cuarón', 'Carlos Cuarón']"
2371,"['Natalya Belokhvostikova', 'Curd Jürgens', 'Igor Kostolevskiy', 'Claude Jade', 'Georges Géret', 'Albert Filozov', 'Alain Delon', 'Nikolay Grinko', 'Gleb Strizhenov', 'Vsevolod Sanayev', 'Nartai Begalin', 'Mike Marshall', 'Jess Hahn', 'Evelyne Kraft', 'Natalia Naumowa', 'Armen Dzhigarkhanyan']","['Aleksandr Alov', 'Vladimir Naumov']",['Georges Garvarentz'],"['Aleksandr Alov', 'Vladimir Naumov', 'Mikhail Shatrov']"
1537,"['Ben Affleck', 'Samuel L. Jackson', 'Kim Staunton', 'Toni Collette', 'Sydney Pollack', 'Matt Malloy', 'William Hurt', 'John Benjamin Hickey', 'Amanda Peet', 'Michael Pitt', 'Myra Lucretia Taylor']",['Roger Michell'],['David Arnold'],"['Michael Tolkin', 'Chap Taylor']"
441,"['Patricia Arquette', 'Tim Robbins', 'Rhys Ifans', 'Miranda Otto', 'Rosie Perez', 'Peter Dinklage', 'Hilary Duff', 'Bobby Pyle', 'Mary Kay Place', 'Robert Forster']",['Michel Gondry'],['Graeme Revell'],['Charlie Kaufman']
2565,"['Tom Hanks', 'Meg Ryan', 'Lloyd Bridges', 'Dan Hedaya', 'Ossie Davis', 'Barry McGovern', 'Robert Stack', 'Amanda Plummer', 'Lala Sloatman', 'Abe Vigoda', 'Dan Hedaya', 'Nathan Lane', 'Carol Kane']",['John Patrick Shanley'],"['Georges Delerue', 'Peter Gordon']",['John Patrick Shanley']
307,"['Aldo Fabrizi', 'Anna Magnani', 'Marcello Pagliero', 'Francesco Grandjacquet', 'Harry Feist', 'Maria Michi', 'Vito Annichiarico', 'Ákos Tolnay', 'Joop van Hulzen', 'Carla Rovere', 'Giovanna Galletti', 'Nando Bruno', 'Eduardo Passarelli', 'Carlo Sindici', 'Turi Pandolfini', 'Amalia Pellegrini', 'Alberto Tavazzi']",['Roberto Rossellini'],['Renzo Rossellini'],"['Roberto Rossellini', 'Sergio Amidei', 'Federico Fellini']"
1282,"['Sean Penn', 'Jay Adams', 'Henry Rollins', 'Steve Caballero', 'Tony Hawk', 'Jeff Ament', 'Tony Alva', 'Jeff Ho', 'Jake Phelps']",['Stacy Peralta'],[],"['Stacy Peralta', 'Craig Stecyk']"
45186,"['Angie Dickinson', 'Tom Skerritt', 'William Shatner', 'Susan Sennett', 'Robbie Lee', 'Noble Willingham', 'Dick Miller', 'Tom Signorelli', 'Joan Prather', 'Royal Dano', ""William O'Connell"", 'John Wheeler', 'Ralph Jameson', 'Sally Kirkland']",['Steve Carver'],[],"['Frances Doel', 'William W. Norton']"
1894,"['Ewan McGregor', 'Natalie Portman', 'Hayden Christensen', 'Ian McDiarmid', 'Samuel L. Jackson', 'Christopher Lee', 'Anthony Daniels', 'Kenny Baker', 'Frank Oz', 'Ahmed Best', 'Pernilla August', 'Oliver Ford Davies', 'Andrew Secombe', 'Silas Carson', 'Alethea McGrath', 'Temuera Morrison', 'Jimmy Smits', ""Jay Laga'aia"", 'Daniel Logan', 'Leeanna Walsman', 'Jack Thompson', 'Joel Edgerton', 'Bonnie Piesse', 'Ayesha Dharker', 'Rose Byrne', 'Veronica Segura', 'Matt Doran', 'Alan Ruscoe', 'Ron Falk', 'Anthony Phelan', 'Rena Owen', 'Susie Porter', 'Matt Sloan', 'David Bowers', 'Steve John Shepherd', 'Bodie Taylor', 'Matt Rowan', 'Steven Boyle', 'Zachariah Jensen', 'Alex Knoll', 'Phoebe Yiamkiati', 'Marton Csokas']",['George Lucas'],['John Williams'],"['Jonathan Hales', 'George Lucas']"
1957,"['Jennifer Lopez', 'Billy Campbell', 'Juliette Lewis', 'Dan Futterman', 'Fred Ward', 'Bill Cobbs', 'Jeff Kober', 'Bruce A. Young', 'Tessa Allen', 'Christopher Maher', 'Janet Carroll', 'Noah Wyle', 'Bruce French', 'Dan Martin', 'Brent Sexton', 'Sandra Nelson', 'Lynne Marie Stewart', 'Margaret Emery', 'Victor McCay', 'Nikki Bokal', ""John O'Brien"", 'Louisa Abernathy', 'Kerri Higuchi', 'Fern Ward', 'James Noah']",['Michael Apted'],[],[]
2501,"['Matt Damon', 'Franka Potente', 'Chris Cooper', 'Clive Owen', 'Brian Cox', 'Adewale Akinnuoye-Agbaje', 'Gabriel Mann', 'Walton Goggins', 'Josh Hamilton', 'Julia Stiles', 'Orso Maria Guerrini', 'Tim Dutton', 'Denis Braccini', 'Nicky Naude', 'David Selburg', 'Demetri Goritsas', 'Russell Levy', 'Anthony Green', 'Hubert Saint-Macary', 'David Bamber', 'Gwenael Clause', 'Emanuel Booz', 'Philippe Durand', 'Vincent Franklin', 'Paulette Frantz', 'Thierry René', 'Roger Frost', 'David Gasman', 'Harry Gilbert', 'Delphine Lanson', 'William Cagnard', 'Kait Tenison', 'Joseph Beddelin', 'Rainer Werner', 'Katie Thynne', 'Aaron Lilly', 'Ronald Benefield', 'Bradley J. Goode', 'Troy Lenhardt', 'Joshua McNew', 'Joe Montana', 'John Pawlikowski', 'Michael Rix', 'Brad Rizer', 'Andrew Webster', 'Houston Williams', 'Alain Grellier', 'Arnaud Henriet', 'Jean-Yves Bilien', 'Danny Erskine', ""Elwin 'Chopper' David""]",['Doug Liman'],['John Powell'],"['Tony Gilroy', 'W. Blake Herron']"
4993,"['Dean Martin', 'Robert Mitchum', 'Inger Stevens', 'Roddy McDowall', 'Katherine Justice', 'John Anderson', 'Ruth Springford', 'Yaphet Kotto', 'Denver Pyle', 'Bill Fletcher', 'Whit Bissell', 'Ted de Corsia', 'Don Collier', 'Roy Jenson']",['Henry Hathaway'],['Maurice Jarre'],['Marguerite Roberts']
180,"['Tom Cruise', 'Colin Farrell', 'Samantha Morton', 'Max von Sydow', 'Lois Smith', 'Peter Stormare', 'Tim Blake Nelson', 'Steve Harris', 'Kathryn Morris', 'Mike Binder', 'Daniel London', 'Neal McDonough', 'Jessica Capshaw', 'Patrick Kilpatrick', 'Jessica Harper', 'Ashley Crow', 'Arye Gross', 'Fiona Hale', 'George Wallace', 'Frank Grillo', 'Cameron Diaz', 'William Mapother', 'Jason Antoon']",['Steven Spielberg'],"['John Williams', 'Paul Haslinger']","['Scott Frank', 'Jon Cohen']"
2022,"['Adam Sandler', 'Winona Ryder', 'John Turturro', 'Allen Covert', 'Peter Gallagher', 'Erick Avari', 'Jared Harris', 'Steve Buscemi', 'Conchata Ferrell', 'Peter Dante', 'Harve Presnell', 'Brandon Molale', 'John McEnroe']",['Steven Brill'],['Teddy Castellucci'],['Tim Herlihy']
608,"['Tommy Lee Jones', 'Will Smith', 'Rip Torn', 'Lara Flynn Boyle', 'Johnny Knoxville', 'Rosario Dawson', 'Tony Shalhoub', 'Patrick Warburton', 'Jack Kehler', 'David Cross', 'Colombe Jacobsen-Derstine', 'Peter Spellos', 'Michael Bailey Smith', 'Rick Baker', 'Michael Jackson', 'Doug Jones', 'Derek Mears', 'Michael Rivkin', 'Lenny Venito', 'Howard Spiegel', 'Alpheus Merchant', 'Joel McKinnon Miller', 'Jay Johnston']",['Barry Sonnenfeld'],['Danny Elfman'],"['Barry Fanaro', 'Robert Gordon']"
59387,"['Cathy Cavadini', 'Tara Strong', 'E.G. Daily', 'Tom Kane', 'Tom Kenny', 'Roger L. Jackson', 'Jennifer Hale', 'Grey Griffin']",['Craig McCracken'],['James L. Venable'],"['Craig McCracken', 'Charlie Bean', 'Paul Rudish', 'Lauren Faust', 'Don Shank']"
8665,"['Harrison Ford', 'Liam Neeson', 'Peter Sarsgaard', 'Joss Ackland', 'John Shrapnel', 'Donald Sumpter', 'Tim Woodward', 'Steve Nicolson', 'George Anton', 'James Francis Ginty', 'Lex Shrapnel', 'Ingvar Eggert Sigurðsson', 'Sam Spruell', 'Sam Redford', 'Peter Stebbings', 'Roman Podhora', 'Shaun Benson', 'Dmitry Chepovetsky', 'Christopher Redman', 'Tygh Runyan', 'Peter Graham', 'Shawn Mathieson', 'Jacob Pitts', 'Christopher Routh', 'Lubomir Mykytiuk', 'Michael Gladis', 'Christian Camargo', 'Ravil Isyanov', 'Kristen Holden-Ried']",['Kathryn Bigelow'],[],['Christopher Kyle']
818,"['Mike Myers', 'Beyoncé Knowles', 'Seth Green', 'Michael York', 'Mindy Sterling', 'Verne Troyer', 'Michael Caine', 'Fred Savage', 'Diane Mizota', 'Carrie Ann Inaba', 'Nobu Matsuhisa', 'Robert Wagner', 'Anna Marie Goddard', 'Aaron Himelstein', 'Josh Zuckerman', 'Evan Farmer', 'Tom Lister Jr.', 'Nichole Hiltz', 'Gwyneth Paltrow', 'Angela Meryl', 'Scott Aukerman', 'John Travolta', 'Danny DeVito', 'Kevin Spacey', 'Tom Cruise', 'Eddie Adams', 'Neil Mullarkey', 'Eric Winzenried', 'Jim Piddock', 'Esther Scott', 'Leyna Nguyen', 'Jeannette Charles', 'Brian Tee', 'Masi Oka', 'Kevin Cooney', 'Clint Howard', 'Michael McDonald', ""Donna D'Errico"", 'Fred Stoller', 'Brad Grunberg', 'Greg Grunberg', 'Ren Urano', 'Kinga Philipps', 'John Donovan', 'Masa Kanome', 'Hideo Kimura', 'Hiroshi Otaguro', 'Kevin Alexander Stea', 'Linda Kim', 'Nina Kaczorowski', 'Tammy Vanderpool', 'Nikki Ziering', 'Sybil Azur', 'Nicole Humphries', 'Patrice Fisher', 'Timothy Anderson', 'Faune A. Chambers', 'Kelly Cooper', 'R.J. Durell', 'Shaun Earl', 'Michelle Elkin', 'Jennifer Hamilton', 'Hunter Hamilton', 'Michael Higgins', 'Mark Meismer', 'Mandy Moore', 'Ayesha Orange', 'Nathan Prevost', 'Liz Ramos', 'Shealan Spencer', 'Becca Sweitzer', 'Salvatore Vassallo', 'Robert Vinson', 'Amie Barsky', 'Lina Chmiel', 'Sharon Ferguson', 'Trey Knight', 'Brian Richardson', 'Kimberlee Suerth', 'Lakisha Swift', 'Nathan Lane', 'Katie Couric', 'Rob Lowe', 'Ryan Allen Carrillo', 'Michael Chaturantabut', 'Gabriel Corbin', 'Devyn Duex', 'Christy McGinity Gibel', 'Paul Grace', 'Ben Hisoler', 'Will Holman', 'Eiji Inoue', 'Jimmy Jatho', 'Kristen Johnston', 'Charles M. Kerper', 'Martin Klebba', 'Carolina Lancaster', 'Ryan McGonagle', 'Kinsey McLean', 'Marylee Picciano', 'Gene Anthony Ray', 'Tara Rice', 'Nicole Sciacca', 'Matt Sergott', 'Sonny Sison ', 'Michael Sun Lee', 'Chris Sung', 'Andreanna Veith', 'Kevin Vila', 'Dan Warner', 'Shane Zeranski', 'Ozzy Osbourne', 'Steven Spielberg', 'Britney Spears']",['Jay Roach'],['George S. Clinton'],"['Mike Myers', 'Michael McCullers']"
7451,"['Vin Diesel', 'Asia Argento', 'Samuel L. Jackson', 'Danny Trejo', 'Leila Arcieri', 'Marton Csokas', 'Michael Roof', 'Richy Müller', 'Werner Daehn', 'Jan Pavel Filipensky', 'Tom Everett', 'Thomas Ian Griffith', 'Eve', 'Joe Bucaro III', 'Chris Gann', 'Martin Hub', 'Petr Jákl ml.', 'William Hope', 'Ted Maynard', 'David Asman']",['Rob Cohen'],['Randy Edelman'],['Rich Wilkes']
2750,"['Steve Coogan', 'Paddy Considine', 'Sean Harris', 'Lennie James', 'Shirley Henderson', 'Andy Serkis', 'John Simm', 'Ralf Little', 'Danny Cunningham', 'Peter Kay', 'John Thomson', 'Kate Magowan', 'Martin Hancock', 'Dave Gorman', 'Enzo Cilenti', 'Tony Wilson', 'Simon Pegg', 'Rob Brydon', 'Chris Coghill', ""Kieran O'Brien"", 'Keith Allen', 'Paul Popplewell', 'Rowetta', 'Ron Cook', 'Raymond Waring', 'Christopher Eccleston', 'Smug Roberts', 'Clint Boon', 'Terri Seymour', 'Naomi Radcliffe', 'Mark E. Smith', 'Howard DeVoto', 'Nigel Pivaro', 'Margi Clarke', 'Peter Gunn', 'Kenny Baker', 'Neil Bell', 'Fiona Allen', 'Paul Ryder', 'Tim Horrocks', 'Collette Cooper', 'Tracy Cunliffe', 'Elizabeth Kelly', 'Darren Tighe', 'Mike Pickering', 'Anna Tyborczyk', 'Sean Cernow', 'Toby Salaman', 'Martin Coogan', 'Helen Schlesinger', 'Daniel Lestuzzi']",['Michael Winterbottom'],[],['Frank Cottrell Boyce']
233,"['Ken Wahl', 'John Friedrich', 'Karen Allen', 'Toni Kalem', 'Alan Rosenberg', 'Jim Youngs', 'Tony Ganios', 'Linda Manz', 'William Andrews', 'Erland van Lidth', 'Val Avery', 'Dolph Sweet', 'Michael Wright', 'Burtt Harris', 'Samm-Art Williams', 'Dion Albanese', 'Olympia Dukakis', 'George Merolle', 'Terri Perri']",['Philip Kaufman'],[],[]
575,"['Moritz Bleibtreu', 'Christian Berkel', 'Oliver Stokowski', 'Wotan Wilke Möhring', 'Stephan Szasz', 'Polat Dal', 'Danny Richter', 'Ralf Müller', 'Markus Rudolf', 'Peter Fieseler', 'Thorsten Dersch', 'Sven Grefer', 'Justus von Dohnányi', 'Nicki von Tempelhoff', 'Timo Dierkes', 'Antoine Monot Jr.', 'Lars Gärtner', 'Jacek Klimontko', 'Markus Klauk', 'Ralph Püttmann', 'Edgar Selge', 'Andrea Sawatzki', 'Philipp Hochmair', 'Tristan Vostry', 'Maren Eggert', 'André Jung', 'Uwe Rohde', 'Heiner Lauterbach', 'Fatih Akin', 'Christiane Gerboth', 'Klaus Spinnler']",['Oliver Hirschbiegel'],['Alexander Bubenheim'],"['Don Bohlinger', 'Christoph Darnstädt']"
1958,"['Catherine Deneuve', 'Isabelle Huppert', 'Emmanuelle Béart', 'Fanny Ardant', 'Virginie Ledoyen', 'Ludivine Sagnier', 'Firmine Richard', 'Danielle Darrieux', 'Dominique Lamure']",['François Ozon'],[],['François Ozon']
2110,"['Jean Reno', 'Ryoko Hirosue', 'Michel Muller', 'Carole Bouquet', 'Yoshi Oida', 'Christian Sinniger', 'Alexandre Brik', 'Jean-Marc Montalto', 'Véronique Balme', 'Fabio Zenoni', 'Kiyohiko Shibukawa', 'Dorothée Brière', 'Haruhiko Hirata', 'Michel Scourneau', 'Jacques Bondoux', 'Osamu Tsuruya', 'Akihiro Nishida', 'Anthony Decadi', 'Yan Epstein', 'Ludovic Berthillot', 'Elodie Frenck', 'Stefan Nelet', 'Karine Stoffer', 'Yuki Sakai', 'Massaro Nagahishi', 'Makiko Kishi', 'Kinshiro Oyama', 'Hiroko Maki', 'Tomo Fukui']",['Gérard Krawczyk'],"['Eric Serra', 'Julien Schultheis']",['Luc Besson']
