movieId,original_title,genres,production_countries,collection,release_year
1590,Copying Beethoven,['Drama'],"['DE', 'US']",,2006
1407,La Môme,"['Romance', 'Music', 'Drama']","['CZ', 'FR', 'GB']",,2007
1441,The Contract,"['Drama', 'Action', 'Thriller', 'Crime']","['BG', 'US']",,2006
1268,Mr. Bean's Holiday,"['Family', 'Comedy']","['GB', 'US', 'FR', 'DE']",Mr. Bean Collection,2007
1950,Lucky You,"['Drama', 'Romance']",['US'],,2007
27904,แสงศตวรรษ,"['Drama', 'Romance']","['TH', 'AT', 'FR']",,2006
2269,Дневной дозор,"['Fantasy', 'Horror']",['RU'],World of Watches Collection,2006
2976,Hairspray,"['Family', 'Comedy', 'Music', 'Romance']","['GB', 'US']",,2007
1562,28 Weeks Later,"['Horror', 'Thriller', 'Science Fiction']","['ES', 'GB']",28 Days/Weeks Later Collection,2007
3489,88 Minutes,"['Crime', 'Mystery', 'Thriller']",['US'],,2007
2359,Sicko,['Documentary'],['US'],,2007
442,Populärmusik från Vittula,"['Comedy', 'Drama']","['FI', 'SE']",,2004
2959,License to Wed,['Comedy'],"['AU', 'US']",,2007
81847,The Dawn Patrol,"['Action', 'War', 'Drama']",['US'],,1930
35,The Simpsons Movie,"['Animation', 'Comedy', 'Family']",['US'],,2007
3638,No Reservations,['Comedy'],"['AU', 'US']",,2007
1721,...Più forte ragazzi!,"['Adventure', 'Action', 'Comedy']",['IT'],,1972
5956,Joshua,"['Drama', 'Thriller', 'Horror']",['US'],,2007
1127,Princesas,['Drama'],['ES'],,2005
1393,Die Höhle des gelben Hundes,"['Documentary', 'Drama']","['MN', 'DE']",,2005
2701,Abraham,['Drama'],"['AT', 'DE', 'IT', 'US']",The Bible Collection,1994
2082,Halloween,['Horror'],['US'],Halloween (Rob Zombie Series) Collection,2007
1845,2 Days in Paris,"['Comedy', 'Romance']","['FR', 'DE']",2 Days In... Collection,2007
2335,Taxi 4,"['Action', 'Comedy']",['FR'],Taxi Collection,2007
4351,Bordertown,"['Crime', 'Drama', 'Mystery']",['US'],,2006
2009,"4 luni, 3 săptămîni și 2 zile",['Drama'],"['BE', 'RO']",,2007
3469,Far from the Madding Crowd,"['Drama', 'Romance']",['GB'],,1967
2252,Eastern Promises,"['Thriller', 'Crime', 'Mystery']","['GB', 'US', 'CA']",,2007
2728,Postal,"['Action', 'Comedy']",['CA'],,2007
2001,We Own the Night,"['Drama', 'Crime', 'Thriller']",['US'],,2007
2011,Persepolis,"['Animation', 'Drama']","['FR', 'US']",,2007
2014,Auf der anderen Seite,['Drama'],"['DE', 'TR']",,2007
663,Saw IV,"['Horror', 'Thriller', 'Crime']",['US'],Saw Collection,2007
2015,밀양,['Drama'],['KR'],,2007
2013,Le scaphandre et le papillon,['Drama'],"['FR', 'US']",,2007
1620,Hitman,"['Action', 'Crime', 'Drama', 'Thriller']","['FR', 'US']",Hitman Collection,2007
2268,The Golden Compass,"['Adventure', 'Fantasy']","['GB', 'US']",,2007
6537,El orfanato,"['Horror', 'Drama', 'Thriller']","['ES', 'MX']",,2007
440,Aliens vs Predator: Requiem,"['Fantasy', 'Action', 'Science Fiction', 'Thriller', 'Horror']",['US'],AVP Collection,2007
1488,綠草地,"['Drama', 'Comedy']",['CN'],,2005
2312,In the Name of the King: A Dungeon Siege Tale,"['Adventure', 'Fantasy', 'Action', 'Drama']","['CA', 'DE', 'US']",In the Name of the King Collection,2007
4034,L'Homme de Rio,"['Action', 'Adventure', 'Comedy']",['FR'],,1964
1479,"Clean, Shaven","['Drama', 'Crime']",['US'],,1993
2282,À nos amours,"['Drama', 'Romance']",['FR'],,1983
33166,Downhill Racer,['Drama'],['US'],,1969
383,Mala Noche,['Drama'],['US'],,1986
1266,Street Kings,"['Action', 'Crime', 'Drama', 'Thriller']",['US'],Street Kings Collection,2008
1729,The Forbidden Kingdom,"['Action', 'Adventure', 'Fantasy']","['CN', 'US']",,2008
1810,Viva Zapata!,"['History', 'Drama', 'Western']",['US'],,1952
2454,The Chronicles of Narnia: Prince Caspian,"['Adventure', 'Family', 'Fantasy']","['CZ', 'PL', 'SI', 'US']",The Chronicles of Narnia Collection,2008
4857,Adieu l'ami,"['Crime', 'Action', 'Adventure']","['FR', 'IT']",,1968
8645,The Happening,"['Thriller', 'Science Fiction']","['US', 'IN', 'FR']",,2008
31658,Hour of the Gun,"['Action', 'Drama', 'Western']",['US'],,1967
428,Sommer '04,"['Drama', 'Romance']",['DE'],,2006
2002,Une vieille maîtresse,"['Drama', 'Romance']","['IT', 'FR']",,2007
1735,The Mummy: Tomb of the Dragon Emperor,"['Adventure', 'Action', 'Fantasy']","['DE', 'US']",The Mummy Collection,2008
2012,Stellet Licht,['Drama'],"['MX', 'DE', 'FR', 'NL']",,2007
3,Varjoja paratiisissa,"['Drama', 'Comedy']",['FI'],,1986
3097,"The Tulse Luper Suitcases, Part 1: The Moab Story","['War', 'Drama', 'History', 'Adventure', 'Romance', 'Thriller']","['GB', 'NL']",Tulse Luper,2003
4701,A Tale of Two Cities,"['Drama', 'History', 'Romance']",['GB'],,1958
111759,Don Q Son of Zorro,"['Western', 'Adventure', 'Romance']",['US'],,1925
8966,Twilight,"['Adventure', 'Fantasy', 'Drama', 'Romance']",['US'],The Twilight Collection,2008
2574,Les amants,"['Romance', 'Drama']",['FR'],,1958
1964,Ein Freund von mir,['Drama'],['DE'],,2006
5816,Ober,['Comedy'],['NL'],,2006
2694,Tuya de hun shi,"['Drama', 'Romance', 'Foreign']",['CN'],,2006
2253,Valkyrie,"['Drama', 'Thriller', 'History', 'War']","['DE', 'US']",,2008
6936,Ben X,['Drama'],['BE'],,2007
4148,Revolutionary Road,"['Drama', 'Romance']","['GB', 'US']",,2008
53519,High and Dizzy,['Comedy'],['US'],,1920
317,Grbavica,"['Drama', 'History']","['BA', 'AT', 'DE', 'HR']",,2006
1961,My Name Is Bruce,"['Comedy', 'Horror']",['US'],,2007
434,Knallhart,"['Drama', 'Thriller']",['DE'],,2006
1387,Superstar: The Karen Carpenter Story,"['Drama', 'Music']",['US'],,1988
2080,X-Men Origins: Wolverine,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",['US'],The Wolverine Collection,2009
42738,Scorpio,"['Action', 'Adventure', 'Drama', 'Thriller']",['US'],,1973
534,Terminator Salvation,"['Action', 'Science Fiction', 'Thriller']","['DE', 'IT', 'GB', 'US']",The Terminator Collection,2009
761,L'Aile ou la Cuisse,['Comedy'],['FR'],,1976
3478,Ludwig,"['Drama', 'History']","['FR', 'DE', 'IT']",,1972
2861,Le beau mariage,"['Drama', 'Comedy', 'Romance']",['FR'],,1982
5060,Carry On Screaming,['Comedy'],['GB'],The Carry On Collection,1966
4734,Van Gogh,['Drama'],['FR'],,1991
2973,Аэлита,"['Science Fiction', 'Adventure', 'Drama', 'Fantasy']",['RU'],,1924
836,Vidas secas,"['Drama', 'Foreign', 'Romance']",['BR'],,1963
7445,Brothers,"['Drama', 'Thriller', 'War']",['US'],,2009
1284,Torrente 2: Misión en Marbella,"['Comedy', 'Crime']",['ES'],Torrente Collection,2001
2143,Carla's Song,"['War', 'Drama', 'Romance']",['GB'],,1996
2395,Astérix aux Jeux Olympiques,"['Fantasy', 'Adventure', 'Comedy', 'Family']","['BE', 'FR', 'DE', 'IT', 'ES']",Asterix and Obelix Collection,2008
1912,Free Rainer - Dein Fernseher lügt,"['Comedy', 'Drama']",['DE'],,2007
7346,文雀,['Thriller'],['HK'],,2008
40819,Best Worst Movie,"['Documentary', 'Comedy']","['US', 'IS', 'IT', 'GB']",Troll Collection,2009
3037,Yella,"['Drama', 'Romance']",['DE'],,2007
2363,Les Cousins,['Drama'],['FR'],,1959
1920,Crime of Passion,"['Crime', 'Drama', 'Thriller']",['US'],,1957
3476,L'important c'est d'aimer,"['Drama', 'Romance']","['FR', 'DE', 'IT']",,1975
1914,FC Venus,['Comedy'],['DE'],,2006
94959,"Edward, My Son",['Drama'],['US'],,1949
3007,Frau im Mond,"['Drama', 'Comedy', 'Science Fiction', 'Romance']",['DE'],,1929
1673,Comanche Station,"['Action', 'Western']",['US'],,1960
8464,Top of the Food Chain,"['Horror', 'Comedy', 'Science Fiction']",['CA'],,1999
481,7 vírgenes,['Drama'],['ES'],,2005
1361,The Return of the King,"['Animation', 'Family', 'Fantasy']",['US'],The Lord of the Rings Animated Collection,1980
47610,Schwerkraft,"['Crime', 'Drama']",['DE'],,2010
1244,Das wilde Leben,"['Music', 'Drama', 'Comedy']",['DE'],,2007
471,Bandyta,['Drama'],"['DE', 'FR', 'PL']",,1997
2010,殯の森,['Drama'],['JP'],,2007
54001,مسافر,['Drama'],['IR'],,1974
3081,The Goddess,['Drama'],['US'],,1958
44555,三枪拍案惊奇,"['Comedy', 'Drama', 'Thriller']",['CN'],,2009
47518,The Tortured,['Horror'],"['US', 'CA']",,2010
3107,怪獣総進撃,"['Action', 'Science Fiction', 'Thriller', 'Horror']",['JP'],Godzilla (Showa) Collection,1968
51540,Horrible Bosses,"['Comedy', 'Crime']",['US'],Horrible Bosses Collection,2011
4641,Read It and Weep,"['Comedy', 'Drama', 'Family', 'TV Movie']",['US'],,2006
36519,Payment Deferred,"['Crime', 'Thriller']",['US'],,1932
49530,In Time,"['Action', 'Thriller', 'Science Fiction']",['US'],,2011
47099,Tueur à gages,[],"['FR', 'KZ']",,1998
1254,"Je vais bien, ne t'en fais pas",['Drama'],['FR'],,2006
2349,Erbsen auf halb 6,['Drama'],['DE'],,2004
8368,The Garden of Eden,['Drama'],['GB'],,2008
3051,Eye of the Devil,"['Crime', 'Horror', 'Mystery']",['GB'],,1966
2929,Frankenstein,"['Horror', 'Science Fiction']",['US'],,1910
77561,EVA,['Science Fiction'],['ES'],,2011
3556,Mad Dog Coll,"['Crime', 'Drama']",['US'],,1961
85414,Brake,"['Action', 'Thriller']",['US'],,2012
1556,薔薇の葬列,['Drama'],['JP'],,1969
40629,The Mikado,"['Drama', 'Comedy', 'Music', 'Romance', 'Foreign']",[],,1987
96821,Cesare deve morire,"['Drama', 'Documentary']",['IT'],,2012
160,L'arrivée d'un train en gare de La Ciotat,['Documentary'],['FR'],,1896
89492,This Is 40,['Comedy'],['US'],,2012
46972,Big Girls Don't Cry... They Get Even,"['Comedy', 'Drama', 'Family']",[],,1992
3146,Furankenshutain no Kaijū: Sanda tai Gaira,"['Action', 'Horror', 'Science Fiction']",['JP'],,1966
3052,Don't Make Waves,['Comedy'],['US'],,1967
2966,"20,000 Leagues Under the Sea","['Adventure', 'Fantasy', 'Action', 'Science Fiction']","['AU', 'US']",,1997
3160,Furankenshutain Tai Chitei Kaijū Baragon,"['Horror', 'Science Fiction']",['JP'],,1965
56949,El viento se llevó lo qué,[],"['AR', 'FR', 'NL', 'ES']",,1998
2072,Cyberjack,"['Action', 'Science Fiction', 'Thriller']",['CA'],,1995
8985,Visions of Europe,"['Comedy', 'Drama']","['AT', 'BE', 'CY', 'CZ', 'DK', 'EE', 'FI', 'FR', 'DE', 'GR', 'HU', 'IE', 'IT', 'LV', 'LT', 'LU', 'MT', 'NL', 'PL', 'PT', 'SK', 'SI', 'ES', 'SE', 'GB']",,2004
54272,座頭市関所破り,"['Adventure', 'Action', 'Drama']",['JP'],Zatôichi: The Blind Swordsman,1964
5995,Miffo,"['Comedy', 'Drama']",['SE'],,2003
84152,Dollman vs. Demonic Toys,"['Horror', 'Thriller', 'Science Fiction', 'Action', 'Fantasy']",['US'],Demonic Toys Collection,1993
1732,The Prisoner of Zenda,"['Action', 'Adventure', 'Comedy']",['US'],,1979
44022,Bandido!,"['Action', 'Western']",['US'],,1956
2692,Der rote Elvis,['Documentary'],['DE'],,2007
1285,Torrente 3: El protector,"['Comedy', 'Crime']",['ES'],Torrente Collection,2005
256,Antoine et Colette,['Drama'],['FR'],The Adventures of Antoine Doinel,1962
2089,Cutaway,"['Action', 'Thriller']",['US'],,2000
56152,Brigham Young,"['History', 'Romance', 'Western']",['US'],,1940
2139,Cleopatra Jones and the Casino of Gold,"['Action', 'Adventure', 'Drama']","['HK', 'US']",Cleopatra Jones,1975
2699,Titanic,"['Action', 'Drama', 'Romance']","['CA', 'US']",,1996
4226,Shriek If You Know What I Did Last Friday the Thirteenth,['Comedy'],['US'],,2000
4344,Hotel Very Welcome,"['Comedy', 'Drama', 'Family', 'Foreign', 'Horror']",['DE'],,2007
3686,Winnetou II,['Western'],"['DE', 'HR', 'IT', 'FR']",Winnetou Collection,1964
2648,新最佳拍檔,['Action'],['HK'],Aces Go Places Collection,1989
1260,Leiutajateküla Lotte,"['Adventure', 'Animation', 'Comedy', 'Family']",[],,2006
2186,Within the Woods,['Horror'],['US'],,1978
41571,The Heart of the World,"['Science Fiction', 'Drama']",['CA'],,2000
92,Megacities,['Documentary'],['AT'],,1998
3168,Ballo a tre passi,['Drama'],['IT'],,2003
44191,Loose Screws,['Comedy'],['CA'],Screwballs Collection,1985
37727,Jönssonligan får guldfeber,['Comedy'],"['DK', 'SE']",Jönsson Gang,1984
2141,James Dean,['Drama'],['US'],,2001
3004,12 + 1,['Comedy'],"['FR', 'IT']",,1969
2993,Una sull'altra,"['Mystery', 'Thriller']","['ES', 'IT', 'FR']",,1969
27706,Il medaglione insanguinato,['Horror'],"['IT', 'GB']",,1975
8371,Guter Junge,['Drama'],['DE'],,2008
1269,Neues vom Wixxer,"['Comedy', 'Crime']",['DE'],The Wixxer Trilogy,2007
1616,Erkan & Stefan in Der Tod kommt krass,['Comedy'],['DE'],Erkan & Stefan Filmreihe,2005
46578,The Great American Girl Robbery,"['Comedy', 'Crime']",['US'],,1979
88744,Die Frau mit den 5 Elefanten,"['Documentary', 'Foreign']",['CH'],,2010
3701,Milano Rovente,"['Action', 'Crime', 'Foreign', 'Thriller']",['IT'],,1973
3699,Sette orchidee macchiate di rosso,"['Mystery', 'Crime', 'Horror']","['DE', 'IT']",,1972
74458,Mere Brother Ki Dulhan,"['Drama', 'Comedy', 'Romance']",['IN'],,2011
5064,Carry On Doctor,['Comedy'],['GB'],The Carry On Collection,1967
54503,Shuang ma lian huan,"['Action', 'Foreign']","['HK', 'TW']",,1979
53121,Barking Water,['Drama'],['US'],,2009
36529,Metamorphosis,"['Horror', 'Science Fiction']","['US', 'IT']",,1990
45431,Devil in the Flesh,"['Horror', 'Thriller']",['US'],,1998
97938,Heart of the Country,"['Family', 'Romance', 'Drama']",['US'],,2013
86332,The Redeemer: Son of Satan!,['Horror'],[],,1978
31410,Vesničko má středisková,['Comedy'],['CZ'],,1985
81229,Haker,['Comedy'],[],,2002
93840,À l'aveugle,"['Thriller', 'Action']",['FR'],,2012
2004,Kebab Connection,"['Action', 'Comedy', 'Romance']",['DE'],,2004
2333,Buddenbrooks,['Drama'],['DE'],,2008
2232,Die Legende von Paul und Paula,"['Drama', 'Romance']",['XG'],,1973
457,Sissi,"['Comedy', 'Drama', 'Romance']",['AT'],Sissi Collection,1955
45722,No mires para abajo,"['Drama', 'Romance']","['AR', 'FR']",,2008
55765,거룩한 계보,"['Action', 'Adventure', 'Crime', 'Drama', 'Foreign']",['KR'],,2006
2078,The Pawnshop,['Comedy'],['US'],,1916
3578,Der Tunnel,['Science Fiction'],"['DE', 'FR']",,1933
798,Pünktchen und Anton,['Drama'],['DE'],,1953
2734,David,"['Drama', 'History']","['DE', 'IT', 'US']",The Bible Collection,1997
3565,Underground,['Drama'],['GB'],,1928
27721,Barda,['Drama'],['TR'],,2007
39446,At Risk,"['TV Movie', 'Crime', 'Drama', 'Mystery']","['US', 'CA']",,2010
4979,Montag kommen die Fenster,['Drama'],['DE'],,2006
104374,Onna no mizûmi,['Drama'],['JP'],,1966
2890,"André Hazes, Zij Gelooft in Mij",['Documentary'],"['ES', 'NL']",,2000
30810,Olga's House of Shame,"['Crime', 'Drama']",['US'],,1964
799,Pünktchen und Anton,['Family'],['DE'],,1999
2989,Roar,"['Adventure', 'Thriller']",['US'],,1981
58559,Confession of a Child of the Century,['Drama'],"['FR', 'DE', 'GB']",,2012
63876,La ronde,"['Drama', 'Comedy', 'History', 'Romance']","['IT', 'FR']",,1964
38061,Anybody's Son Will Do,[],[],,nan
3698,"Amico, stammi lontano almeno un palmo",['Western'],"['FR', 'IT']",,1972
63859,Pufnstuf,"['Comedy', 'Family', 'Fantasy', 'Music']",['US'],,1970
2324,Local Color,['Drama'],['US'],,2006
67255,Gyakufunsha kazoku,"['Drama', 'Comedy']",['JP'],,1984
3479,Les innocents aux mains sales,"['Thriller', 'Crime']","['FR', 'DE', 'IT']",,1975
26776,The Halliday Brand,['Western'],['US'],,1957
932,Die Mörder sind unter uns,['Drama'],['DE'],,1946
3159,Il castello delle donne maledette,['Horror'],['IT'],,1974
1608,When Saturday Comes,['Drama'],['GB'],,1996
4369,Juste une question d'amour,"['Drama', 'Romance']",['FR'],,2000
2459,Un éléphant ça trompe énormément,['Comedy'],['FR'],Un éléphant ça trompe énormément,1976
48780,Boat,['Foreign'],['US'],,2007
2132,Totally Blonde,['Comedy'],['US'],,2001
68954,Longitude,"['TV Movie', 'Drama', 'History']","['GB', 'US']",,2000
3210,The Projected Man,"['Horror', 'Science Fiction']",['GB'],,1966
2791,The Chronicles of Riddick: Dark Fury,"['Action', 'Animation', 'Science Fiction', 'Thriller']",['US'],The Chronicles of Riddick Collection,2004
8366,Der Schuh des Manitu,"['Comedy', 'Western']",['DE'],,2001
3178,Beat,['Drama'],['US'],,2000
3104,Frankenstein Created Woman,"['Horror', 'Science Fiction']",['GB'],Frankenstein (Hammer Series),1967
